test-02.dat Yes 0.779007
test-03.dat Yes 0.888439
test-04.dat Yes 0.887126
test-05.dat Yes 0.812533
test-06.dat Yes 0.847883
test-06.dat Yes 0.521333
test-07.dat Yes 0.652489
test-07.dat Yes 0.930995
test-08.dat Yes 0.877244
test-09.dat Yes 0.858533
test-09.dat Yes 0.953867
test-10.dat Yes 0.757333
test-11.dat Yes 0.857142
test-12.dat Yes 0.876444
test-12.dat Yes 0.663533
test-13.dat Yes 0.859691
test-14.dat Yes 0.821637
test-15.dat Yes 0.912424
test-16.dat Yes 0.811759
test-16.dat Yes 0.717933
test-16.dat Yes 0.517067
test-17.dat Yes 0.814133
test-18.dat Yes 0.671333
test-19.dat Yes 0.956444
test-20.dat Yes 0.815633
test-21.dat Yes 0.930207
test-22.dat Yes 0.603556
test-22.dat Yes 0.738400
test-22.dat No match
test-23.dat Yes 0.839527
test-24.dat Yes 0.856287
test-25.dat Yes 0.838235
test-26.dat Yes 0.681672
test-27.dat Yes 0.924290
test-28.dat Yes 0.905644
test-28.dat Yes 0.845646
test-29.dat Yes 0.756400
test-30.dat Yes 0.949318
test-31.dat Yes 0.925671
test-32.dat Yes 0.749203
test-33.dat Yes 0.905044
test-34.dat Yes 0.887829
test-35.dat Yes 0.850044
test-36.dat Yes 0.768575
test-36.dat Yes 0.928836
test-37.dat Yes 0.916667
test-38.dat Yes 0.792818
test-39.dat Yes 0.622222
test-40.dat No match
test-40.dat Yes 0.561867
test-41.dat Yes 0.539733
test-41.dat No match
test-42.dat Yes 0.667393
test-42.dat Yes 0.574311
test-43.dat Yes 0.542271
test-43.dat Yes 0.635345
test-43.dat Yes 0.529356
test-44.dat Yes 0.568743
test-44.dat Yes 0.704412
test-44.dat Yes 0.563215
test-45.dat Yes 0.603733
test-45.dat No match
test-45.dat Yes 0.534160
test-46.dat Yes 0.593133
test-46.dat No match
test-46.dat No match
test-47.dat Yes 0.615261
test-48.dat Yes 0.749333
test-48.dat Yes 0.595200
test-48.dat Yes 0.507867
test-49.dat Yes 0.526878
test-49.dat Yes 0.645381
test-50.dat No match
test-50.dat Yes 0.636933
test-51.dat Yes 0.582667
test-52.dat Yes 0.664501
test-53.dat Yes 0.590289
test-53.dat Yes 0.717702
test-54.dat Yes 0.534556
test-54.dat Yes 0.719530
test-54.dat Yes 0.624094
test-55.dat Yes 0.678297
test-56.dat Yes 0.598889
test-56.dat Yes 0.737422
test-56.dat No match
test-57.dat No match
test-57.dat No match
test-57.dat Yes 0.768254
test-58.dat No match
test-58.dat Yes 0.613078
test-58.dat Yes 0.622743
test-59.dat Yes 0.691778
test-59.dat Yes 0.605533
test-59.dat Yes 0.613333
test-60.dat Yes 0.654622
test-60.dat Yes 0.636311
test-60.dat Yes 0.578091
test-61.dat Yes 0.627808
test-61.dat Yes 0.550627
test-61.dat Yes 0.805023
test-62.dat Yes 0.519602
test-62.dat Yes 0.543229
test-63.dat Yes 0.676044
test-63.dat Yes 0.555333
test-64.dat Yes 0.533081
test-64.dat Yes 0.615884
test-64.dat Yes 0.740788
test-65.dat Yes 0.729766
test-65.dat Yes 0.580487
test-65.dat Yes 0.647373
test-65.dat Yes 0.828023
test-66.dat Yes 0.538206
test-67.dat Yes 0.766399
test-68.dat No match
test-69.dat Yes 0.651111
test-70.dat Yes 0.535733
test-71.dat Yes 0.794444
test-71.dat Yes 0.529678
test-72.dat Yes 0.590489
test-73.dat Yes 0.625067
test-73.dat Yes 0.669699
test-74.dat No match
test-74.dat Yes 0.518115
89.430894 percent accuracy
