test-01.dat Yes 0.836943
test-01.dat Yes 0.771646
test-01.dat Yes 0.912925
test-01.dat Yes 0.809600
test-02.dat Yes 0.649266
test-02.dat Yes 0.680450
test-02.dat Yes 0.690303
test-02.dat Yes 0.637019
test-03.dat Yes 0.774372
test-03.dat Yes 0.723354
test-03.dat Yes 0.734631
test-04.dat Yes 0.808165
test-04.dat Yes 0.871054
test-04.dat Yes 0.683453
test-05.dat Yes 0.631754
test-05.dat Yes 0.707761
test-06.dat Yes 0.781559
test-06.dat Yes 0.859116
test-06.dat Yes 0.679944
test-06.dat Yes 0.697123
test-07.dat Yes 0.538725
test-07.dat Yes 0.843000
test-07.dat Yes 0.680800
test-07.dat Yes 0.834571
test-08.dat Yes 0.747156
test-09.dat Yes 0.720000
test-09.dat Yes 0.886371
test-09.dat Yes 0.669900
test-10.dat Yes 0.839598
test-11.dat Yes 0.765354
test-12.dat Yes 0.917933
test-13.dat Yes 0.881000
test-14.dat Yes 0.867314
test-15.dat Yes 0.646226
test-15.dat Yes 0.748775
test-15.dat Yes 0.835349
test-16.dat Yes 0.853379
test-16.dat Yes 0.837058
test-16.dat Yes 0.502505
test-17.dat Yes 0.592525
test-17.dat Yes 0.770904
test-18.dat Yes 0.524444
test-18.dat Yes 0.676881
test-19.dat Yes 0.575533
test-19.dat Yes 0.575213
test-20.dat Yes 0.699467
test-20.dat Yes 0.901235
test-20.dat Yes 0.759102
test-21.dat Yes 0.904071
test-22.dat Yes 0.649254
test-22.dat Yes 0.697352
test-22.dat Yes 0.652685
test-22.dat Yes 0.666813
test-23.dat Yes 0.756847
test-24.dat Yes 0.662880
test-25.dat Yes 0.700248
test-26.dat Yes 0.684024
test-26.dat Yes 0.762930
test-27.dat Yes 0.696125
test-27.dat Yes 0.831143
test-27.dat Yes 0.637810
test-28.dat Yes 0.816271
test-29.dat Yes 0.634833
test-29.dat Yes 0.877078
test-29.dat Yes 0.634020
test-29.dat Yes 0.699729
test-30.dat Yes 0.736327
test-30.dat Yes 0.814910
test-30.dat Yes 0.627236
test-31.dat Yes 0.787144
test-32.dat Yes 0.885714
test-33.dat Yes 0.859055
test-33.dat Yes 0.759796
test-33.dat Yes 0.883815
test-34.dat Yes 0.737671
test-34.dat Yes 0.745934
test-34.dat Yes 0.844618
test-35.dat Yes 0.645506
test-35.dat Yes 0.806010
test-35.dat Yes 0.919270
test-36.dat Yes 0.643200
test-36.dat Yes 0.797067
test-37.dat Yes 0.622600
test-38.dat Yes 0.837156
test-39.dat Yes 0.542111
test-40.dat Yes 0.736000
test-41.dat Yes 0.747225
test-42.dat Yes 0.864780
test-42.dat Yes 0.630200
test-43.dat Yes 0.749673
test-43.dat Yes 0.735513
test-44.dat Yes 0.687960
test-44.dat Yes 0.755192
test-44.dat Yes 0.765793
test-45.dat Yes 0.861306
test-45.dat Yes 0.789727
test-45.dat Yes 0.817922
test-45.dat Yes 0.813666
test-46.dat Yes 0.820713
test-46.dat Yes 0.795000
test-47.dat Yes 0.754657
test-47.dat Yes 0.784631
test-48.dat Yes 0.780086
test-48.dat Yes 0.710608
test-48.dat Yes 0.859801
test-49.dat Yes 0.734532
test-49.dat Yes 0.846791
test-50.dat Yes 0.793651
test-51.dat Yes 0.706327
test-51.dat Yes 0.597300
test-51.dat Yes 0.658337
test-51.dat Yes 0.923646
test-52.dat Yes 0.902669
test-52.dat Yes 0.835302
test-52.dat Yes 0.737100
test-52.dat Yes 0.818510
test-53.dat Yes 0.899733
test-53.dat Yes 0.937110
test-54.dat Yes 0.820711
test-55.dat Yes 0.863095
test-55.dat Yes 0.852500
test-56.dat Yes 0.865688
test-56.dat No match
test-56.dat No match
test-57.dat Yes 0.827490
test-57.dat Yes 0.625600
test-58.dat Yes 0.751400
test-58.dat Yes 0.785123
test-59.dat Yes 0.901556
test-59.dat Yes 0.762539
test-60.dat Yes 0.698358
test-61.dat Yes 0.886850
test-62.dat Yes 0.803571
test-62.dat Yes 0.930705
test-63.dat Yes 0.638535
test-64.dat Yes 0.917621
test-65.dat Yes 0.867460
test-66.dat Yes 0.699248
test-66.dat Yes 0.823362
test-66.dat Yes 0.750594
test-67.dat Yes 0.685324
test-68.dat Yes 0.825187
test-68.dat Yes 0.833333
test-68.dat Yes 0.863745
test-69.dat Yes 0.823695
test-69.dat Yes 0.855684
test-70.dat Yes 0.871824
test-70.dat Yes 0.832586
test-71.dat Yes 0.817800
test-71.dat Yes 0.938969
test-71.dat Yes 0.826638
