018 1 4.096 0
026 1 0.591 1
027 2 1.256 1 1
028 4 1.909 1 1 1 1
029 2 0.78 1 1
030 3 1.248 1 1 1
031 2 0.822 1 1
032 1 0.844 0
036 1 0.689 0
037 1 0.582 0
042 1 0.518 0
052 1 0.542 0
053 2 1.175 0 0
057 2 1.314 0 0
061 2 1.16 0 1
062 1 0.484 1
097 1 0.608 0
100 4 2.436 0 1 0 0
101 3 2.054 1 0 0
102 2 1.256 1 0
105 1 0.664 0
106 1 0.445 0
108 1 0.895 0
111 1 0.536 0
112 1 0.635 1
113 1 0.52 1
114 2 1.013 1 0
115 3 1.971 1 0 0
116 1 0.655 0
117 1 1.086 1
118 1 0.62 1
119 1 0.437 1
120 2 1.499 1 0
121 1 0.736 0
130 1 0.673 0
132 3 1.977 0 1 0
133 2 1.685 1 1
134 2 1.241 0 0
135 1 0.8 1
145 1 0.605 0
147 2 1.596 0 0
151 2 1.807 1 0
152 1 0.647 0
153 1 0.533 0
154 1 0.557 0
155 1 0.495 0
156 1 0.384 0
158 1 0.564 0
162 2 1.499 1 1
163 3 3.553 1 0 0
164 2 1.486 1 0
165 2 1.91 1 0
166 5 5.437 1 1 0 0 1
167 5 4.585 1 1 1 1 0
168 3 2.131 1 1 1
169 1 1.591 0
171 2 1.441 1 0
172 1 0.656 1
173 1 0.813 0
177 1 0.648 1
179 1 0.84 1
180 2 3.536 1 0
181 2 1.649 1 1
182 1 1.549 0
183 1 0.952 0
185 2 1.309 1 1
189 1 1.082 1
190 1 0.723 0
191 1 1.001 1
192 4 5.264 1 1 1 1
193 2 1.85 1 1
195 1 0.776 1
197 1 1.088 1
209 2 2.024 1 1
211 1 1.077 0
214 1 0.861 1
216 1 0.652 1
217 2 1.123 1 1
218 2 2.702 1 1
220 4 4.04 0 1 0 1
221 2 2.184 0 0
224 1 0.68 1
230 1 1.035 0
234 1 0.601 1
235 1 0.448 1
237 1 2.015 1
238 3 3.038 1 1 0
239 2 1.247 1 0
240 2 1.272 1 0
246 1 0.792 0
250 1 0.687 1
251 1 0.632 1
252 1 0.431 1
253 1 0.431 1
254 1 0.589 1
255 1 0.457 1
256 1 0.539 1
257 1 0.41 1
258 2 1.674 1 0
260 1 1.327 0
262 2 2.3 0 0
263 1 0.896 0
264 1 0.566 1
269 1 0.583 0
274 1 0.825 1
287 1 0.831 0
294 1 1.831 0
297 1 0.678 1
298 3 2.251 1 1 0
301 1 0.687 1
302 2 1.427 1 0
315 1 0.69 1
323 1 1.069 0
324 1 0.967 0
325 1 0.511 0
326 2 1.887 0 0
327 1 1.06 1
334 1 0.659 1
335 1 0.587 0
336 1 0.605 1
338 3 1.972 0 0 0
340 1 0.999 1
342 2 1.861 1 0
345 1 0.966 0
352 1 0.91 0
365 1 0.612 0
366 4 2.681 0 0 0 0
367 1 0.609 0
368 1 0.6 0
374 1 0.715 0
382 1 0.674 1
383 3 2.09 1 1 1
384 3 2.886 1 1 0
385 2 1.528 1 1
386 3 1.904 1 1 1
387 2 0.954 1 1
388 2 1.083 1 1
389 3 2.103 1 1 1
390 4 2.483 1 1 1 1
391 3 2.16 1 1 1
392 1 0.544 1
393 1 0.473 1
394 1 0.435 1
396 1 0.541 1
397 1 0.476 1
399 1 0.396 1
400 1 0.303 1
401 1 0.317 1
402 1 0.457 1
403 1 0.278 1
404 1 0.347 1
405 1 0.317 1
407 1 0.272 1
408 1 0.346 1
409 2 0.765 1 1
411 1 0.367 1
412 2 0.917 1 1
413 1 0.34 1
414 1 0.38 1
415 1 0.313 1
416 1 0.384 1
417 2 1.126 1 0
418 2 1.02 1 0
419 1 0.744 0
420 2 1.307 1 1
421 1 1.118 1
422 1 0.751 0
423 1 0.855 0
427 1 0.732 0
431 1 0.803 0
434 1 0.672 0
438 1 0.476 0
443 1 0.429 0
446 1 0.481 0
451 1 0.417 0
452 1 0.347 0
453 1 0.899 0
457 1 0.415 0
460 1 0.379 0
461 1 0.327 0
462 1 0.246 0
464 1 0.217 0
465 1 0.217 0
466 1 0.218 0
467 1 0.233 0
468 1 0.222 0
469 1 0.203 0
470 2 0.625 0 0
471 1 0.311 0
472 2 0.601 0 0
473 2 0.516 0 0
474 2 0.586 0 0
475 2 0.605 0 0
476 2 0.598 0 0
477 1 0.328 0
478 1 0.326 0
485 1 0.629 0
493 1 0.543 0
501 2 2.831 0 0
517 1 0.708 0
518 1 0.573 0
520 2 3.069 0 1
522 1 0.58 0
535 1 1.185 0
542 1 0.525 0
545 1 0.889 1
547 1 0.659 1
551 1 0.574 0
555 3 1.684 1 1 1
557 4 2.086 1 1 1 1
558 4 2.099 1 1 1 1
559 4 2.316 1 1 1 1
569 1 0.47 1
598 1 0.599 0
611 1 0.567 0
613 1 1.141 0
614 1 0.607 0
640 1 0.55 0
643 3 1.924 1 0 1
644 1 0.676 1
645 1 0.437 1
646 1 0.385 1
647 1 0.538 1
648 1 0.425 1
649 2 2.277 1 1
653 1 0.457 1
654 1 0.486 1
657 1 0.617 1
659 1 0.46 1
660 1 0.395 1
661 1 0.404 1
662 1 0.752 1
663 1 0.481 1
664 1 0.447 1
665 1 0.409 1
672 1 0.601 0
679 1 0.618 0
680 1 0.869 1
687 1 0.493 0
693 1 0.659 0
694 2 1.687 0 0
696 1 0.653 0
697 1 0.441 0
702 1 0.651 0
718 2 1.069 0 0
719 1 0.461 0
721 2 0.899 0 0
