391 1 4.794 1
121 1 1.293 0
420 1 1.064 1
326 1 1.284 0
238 1 1.864 1
493 1 2.122 0
518 1 1.06 0
613 1 1.823 0
294 1 0.828 0
434 1 0.806 0
419 1 1.669 0
042 1 0.803 0
431 1 0.698 0
262 1 1.909 1
390 1 0.665 1
451 1 1.254 0
147 1 0.428 0
260 1 1.325 1
457 1 0.781 0
465 1 0.528 0
464 1 0.583 0
262 1 0.549 0
679 1 0.497 0
152 1 0.494 0
120 1 1.124 1
473 1 0.779 0
427 1 0.453 0
298 1 0.484 0
315 1 1.018 1
100 1 1.233 0
680 1 0.709 1
446 1 1.034 0
472 1 0.512 0
611 1 1.096 0
102 1 0.506 0
173 1 0.478 0
598 1 0.436 0
338 1 3.958 0
134 1 0.488 0
640 1 0.79 1
659 1 0.185 1
163 1 0.586 0
111 1 0.396 0
365 1 0.098 0
246 1 0.404 0
258 1 0.491 0
151 1 0.317 0
211 1 0.456 0
443 1 0.408 0
166 1 0.905 1
324 1 0.66 0
520 1 0.698 1
409 1 0.263 1
423 1 0.519 0
614 1 0.258 0
559 1 1.279 1
189 1 0.583 0
108 1 0.365 0
153 1 0.12 0
545 1 0.314 0
191 1 0.592 1
193 1 0.221 1
156 1 0.605 0
542 1 0.415 0
335 1 0.297 0
452 1 0.48 0
501 1 0.446 0
664 1 0.968 1
263 1 0.647 0
171 1 0.631 0
133 1 4.962 1
687 1 1.275 0
694 1 1.024 1
105 1 0.906 0
412 1 1.071 1
145 1 1.068 0
327 1 0.9 0
471 1 0.955 0
101 1 0.945 0
418 1 1.234 1
718 1 0.883 0
461 1 0.827 0
368 1 0.991 0
154 1 1.006 0
345 1 1.046 0
053 1 0.963 0
163 1 5.401 1
030 1 0.943 1
352 1 1.209 0
052 1 1.819 0
501 1 1.78 0
438 1 1.835 0
164 1 1.995 1
721 1 1.731 0
166 1 1.103 0
338 1 1.19 0
028 1 1.603 1
240 1 1.879 0
522 1 0.583 0
551 1 0.582 0
535 1 0.579 0
366 1 0.653 0
197 1 0.679 0
366 1 4.529 0
469 1 1.423 0
466 1 2.875 0
517 1 0.93 0
374 1 2.627 0
036 1 0.389 0
190 1 0.532 0
155 1 0.459 0
172 1 0.378 0
218 1 0.787 0
179 1 2.56 1
165 1 1.005 0
057 1 0.469 0
214 1 1.106 1
302 1 0.966 1
239 1 3.72 1
166 1 1.306 0
643 1 1.202 1
719 1 0.549 0
181 1 1.297 1
101 1 1.177 0
180 1 1.301 1
132 1 1.145 0
116 1 0.729 0
478 1 0.941 0
287 1 0.603 0
325 1 0.575 0
569 1 0.577 0
147 1 1.446 0
162 1 1.323 1
032 1 1.185 0
386 1 0.811 1
721 1 0.731 0
037 1 1.414 1
053 1 1.078 0
028 1 5.496 1
475 1 1.138 0
169 1 0.863 0
477 1 0.589 0
062 1 2.219 1
298 1 17.086 1
702 1 4.041 0
417 1 1.021 1
338 1 1.237 0
183 1 0.836 0
476 1 0.833 0
220 1 1.121 1
468 1 0.705 0
462 1 0.42 0
718 1 0.206 0
388 1 1.347 1
694 1 2.338 0
130 1 1.278 0
269 1 1.18 0
467 1 1.138 0
323 1 2.942 1
061 1 1.4 1
672 1 1.54 0
453 1 0.554 0
383 1 1.329 1
234 1 0.571 1
643 1 1.399 0
334 1 1.428 1
389 1 0.533 1
018 1 1.235 0
475 1 0.424 0
027 1 1.197 1
460 1 0.801 0
221 1 0.365 0
220 1 2.926 0
209 1 3.872 1
217 1 0.254 1
166 1 9.559 1
470 1 1.201 0
192 1 2.768 1
224 1 0.76 1
132 1 0.551 1
485 1 0.959 0
663 1 0.928 1
366 1 0.491 0
185 1 0.521 1
326 1 0.461 0
697 1 0.449 0
030 1 1.068 1
366 1 0.983 0
383 1 1.593 1
112 1 1.337 1
134 1 0.95 0
167 1 1.557 0
