237 1 0.708 1
472 1 1.424 0
026 1 1.067 1
180 1 1.125 1
097 1 7.174 0
167 1 1.579 1
649 1 1.44 1
558 1 1.449 1
557 1 1.249 1
057 1 2.284 0
693 1 1.056 0
385 1 2.006 1
031 1 0.994 1
336 1 1.256 1
182 1 1.583 0
171 1 1.855 0
192 1 2.033 1
240 1 0.93 1
547 1 1.298 1
557 1 1.212 1
030 1 0.906 1
162 1 0.953 1
106 1 1.775 0
646 1 1.076 1
168 1 0.697 1
100 1 1.145 0
185 1 1.478 1
192 1 0.666 1
470 1 0.965 0
132 1 0.659 0
220 1 1.066 1
696 1 0.662 0
476 1 0.439 0
557 1 1.663 1
167 1 1.002 0
134 1 0.643 0
112 1 1.642 1
383 1 4.351 1
366 1 0.743 0
030 1 0.901 1
697 1 0.761 0
326 1 0.84 0
185 1 1.555 1
366 1 0.581 0
663 1 1.433 1
485 1 0.827 0
132 1 1.666 1
224 1 0.496 1
192 1 1.687 1
470 1 1.416 0
166 1 1.569 1
217 1 0.503 1
209 1 0.75 1
220 1 1.276 0
221 1 0.682 0
460 1 0.985 0
027 1 1.26 1
475 1 1.312 0
018 1 0.778 0
389 1 1.887 1
334 1 1.358 1
643 1 0.95 0
234 1 0.941 1
383 1 1.45 1
453 1 0.997 0
672 1 0.731 0
061 1 3.867 1
323 1 0.857 0
467 1 0.888 0
269 1 0.761 0
130 1 0.76 0
694 1 2.014 1
388 1 0.93 1
718 1 4.652 0
462 1 0.931 0
468 1 0.45 0
220 1 1.051 1
476 1 0.516 0
183 1 2.323 0
338 1 0.675 0
417 1 0.632 1
702 1 1.796 0
298 1 0.69 1
062 1 0.59 1
477 1 1.377 0
169 1 0.945 0
475 1 0.569 0
028 1 0.827 1
053 1 1.567 0
037 1 0.53 0
721 1 0.467 0
386 1 0.74 1
032 1 2.221 0
162 1 1.879 1
147 1 1.379 0
569 1 1.578 1
325 1 0.645 0
287 1 1.17 1
478 1 0.833 0
116 1 0.808 0
132 1 0.608 0
180 1 0.64 0
101 1 0.493 0
181 1 4.007 0
643 1 4.31 1
719 1 0.786 0
166 1 1.669 0
239 1 0.94 0
214 1 1.903 1
302 1 0.734 1
057 1 1.074 0
165 1 3.607 0
179 1 1.844 1
218 1 2.538 1
172 1 1.573 1
155 1 1.183 0
190 1 0.559 0
036 1 3.197 0
374 1 1.805 0
517 1 1.323 0
466 1 0.977 0
469 1 1.187 0
366 1 1.453 0
197 1 3.243 0
366 1 0.633 0
535 1 0.598 0
551 1 0.463 0
522 1 0.414 0
240 1 0.619 0
028 1 1.242 1
338 1 6.302 0
166 1 0.925 0
721 1 0.466 0
164 1 3.706 1
438 1 1.819 0
501 1 1.631 0
052 1 0.627 0
352 1 0.434 0
030 1 1.347 1
163 1 3.718 1
053 1 0.943 0
345 1 0.849 0
154 1 0.719 0
368 1 0.491 0
461 1 0.535 0
718 1 2.658 0
418 1 1.043 1
101 1 1.399 0
471 1 0.419 0
327 1 2.371 0
145 1 0.72 0
412 1 1.194 1
105 1 0.663 0
694 1 1.547 1
133 1 0.649 1
687 1 1.331 0
171 1 0.247 0
263 1 0.275 0
664 1 1.259 1
501 1 1.068 0
452 1 0.317 0
335 1 0.426 0
542 1 0.424 0
156 1 0.517 0
193 1 0.753 1
191 1 0.418 1
545 1 1.082 0
153 1 0.322 0
108 1 0.296 0
189 1 0.263 0
559 1 0.364 1
614 1 0.349 0
423 1 0.193 0
409 1 0.629 1
520 1 0.157 1
324 1 3.979 0
166 1 1.3 1
151 1 1.102 0
211 1 0.512 0
443 1 0.482 0
258 1 0.513 0
246 1 0.505 0
365 1 0.51 0
111 1 0.459 0
163 1 0.462 0
640 1 1.105 1
659 1 1.086 1
134 1 1.255 0
338 1 4.359 1
173 1 1.27 0
598 1 0.605 0
102 1 0.588 0
611 1 1.59 0
472 1 0.701 0
446 1 0.59 0
680 1 1.561 1
100 1 1.334 0
315 1 1.079 1
298 1 0.833 0
427 1 0.424 0
473 1 0.47 0
120 1 1.104 1
152 1 4.464 0
679 1 0.427 0
262 1 0.55 0
464 1 0.904 0
465 1 0.444 0
457 1 0.351 0
260 1 1.135 1
147 1 0.803 0
451 1 0.223 0
390 1 1.124 1
262 1 0.705 1
431 1 1.283 0
042 1 0.36 0
419 1 0.31 0
434 1 0.777 0
294 1 0.331 0
613 1 0.315 0
493 1 1.031 0
518 1 0.484 0
238 1 2.662 0
326 1 0.885 0
420 1 2.027 1
121 1 1.084 0
221 1 2.685 0
391 1 1.114 1
