391 1 2.16 1
238 1 0.993 1
221 1 1.537 0
383 1 1.29 1
121 1 2.029 0
399 1 2.165 1
420 1 0.555 1
384 1 0.491 1
326 1 0.685 0
397 1 0.459 1
238 1 0.88 1
654 1 0.526 1
518 1 1.573 0
167 1 0.742 1
493 1 0.767 0
385 1 1.245 1
613 1 1.141 0
193 1 0.915 1
294 1 0.967 0
239 1 1.045 1
434 1 1.027 0
558 1 1.185 1
419 1 1.061 0
402 1 1.053 1
042 1 1.002 0
418 1 0.881 1
431 1 0.737 0
420 1 0.993 1
262 1 1.032 0
396 1 1.051 1
390 1 0.35 1
389 1 0.776 1
451 1 2.025 0
165 1 1.524 1
147 1 1.206 0
417 1 1.128 1
260 1 0.905 1
386 1 0.728 1
457 1 1.187 0
415 1 2.296 1
465 1 1.003 0
216 1 0.749 1
464 1 0.838 0
559 1 3.75 1
262 1 1.071 0
382 1 0.826 1
679 1 1.488 0
388 1 0.935 1
152 1 0.778 0
403 1 1.204 1
120 1 3.044 1
298 1 0.867 1
473 1 0.597 0
386 1 0.875 1
427 1 0.68 0
400 1 0.94 1
298 1 0.634 0
302 1 0.805 1
315 1 0.562 1
555 1 0.595 1
100 1 0.722 0
118 1 0.961 1
680 1 1.143 1
028 1 0.803 1
446 1 1.079 0
648 1 0.747 1
472 1 0.803 1
401 1 1.635 1
611 1 0.905 0
301 1 1.52 1
102 1 0.923 0
559 1 0.994 1
598 1 0.875 0
404 1 0.882 1
173 1 0.723 0
421 1 0.99 1
338 1 2.052 0
391 1 3.224 1
134 1 0.944 0
649 1 0.699 1
659 1 0.549 1
164 1 1.72 1
640 1 2.846 0
167 1 8.498 1
163 1 2.041 0
119 1 1.169 1
111 1 1.184 0
414 1 0.903 1
365 1 0.744 0
168 1 0.927 1
246 1 0.721 0
555 1 0.747 1
258 1 0.411 0
408 1 0.87 1
443 1 0.727 0
120 1 0.836 1
211 1 2.507 0
390 1 0.954 1
151 1 0.662 0
258 1 0.742 1
166 1 0.687 1
413 1 1.065 1
324 1 1.629 0
412 1 2.748 1
520 1 1.32 1
409 1 0.8 1
520 1 2.245 1
409 1 0.794 1
423 1 3.325 1
405 1 0.655 1
614 1 0.671 0
115 1 0.903 1
559 1 1.036 1
113 1 0.518 1
189 1 1.425 1
115 1 1.388 0
108 1 2.383 0
411 1 1.619 1
153 1 0.98 0
177 1 0.917 1
545 1 11.546 1
558 1 0.648 1
191 1 1.04 1
394 1 0.555 1
193 1 1.748 1
166 1 0.581 1
156 1 1.782 0
392 1 0.689 1
542 1 0.937 0
274 1 0.744 1
335 1 0.9 0
163 1 0.726 1
452 1 3.555 0
297 1 4.015 1
501 1 0.653 0
254 1 1.143 1
664 1 0.368 1
102 1 0.398 1
263 1 1.221 0
029 1 0.558 1
171 1 0.896 0
253 1 0.777 1
687 1 1.184 0
256 1 0.543 1
133 1 2.294 1
416 1 0.528 1
694 1 9.951 1
114 1 1.608 1
105 1 3.036 0
101 1 2.179 1
412 1 0.338 1
250 1 1.018 1
145 1 0.817 0
167 1 0.793 1
327 1 0.645 0
391 1 1.166 1
471 1 0.884 0
028 1 0.98 1
101 1 0.366 1
342 1 1.392 1
418 1 1.215 0
407 1 1.394 1
718 1 0.873 0
558 1 0.998 1
461 1 1.026 0
218 1 0.679 1
368 1 2.215 0
217 1 0.98 1
154 1 1.879 0
238 1 0.935 1
345 1 0.701 0
